id,rank,argument,context,stance,topic,Manual ,train,test
2923,0.923076923,"Psychology research has shown correlations between violent video games and deteriorating mental health later in life. Therefore, violent video games should be banned for minors during crucial cognitive development stages.",We-should-ban-the-sale-of-violent-video-games-to-minors,pro,Violent Video Games,1,TRUE,FALSE
479,0.923076923,Autonomous cars will take away jobs which are really needed because there's no way to replace or retrain those people in the short term,We-should-limit-autonomous-cars,pro,Autonomous Cars,1,FALSE,TRUE
2978,0.923076923,Self driving cars are not flexible enough to deal with complex driving conditions which require complex understanding of the surrounding world.,We-should-limit-autonomous-cars,pro,Autonomous Cars,1,TRUE,FALSE
3210,0.923076923,"Social media allows others to bully without conscience, which is too high a price to pay for simply keeping in touch",Social-media-brings-more-harm-than-good,pro,Social Media,1,FALSE,TRUE
3437,0.923076923,"Social media facilitates anonymous interaction with others, and this interaction can allow people communicate negative and distasteful ideas that they would not present in a face-to-face setting.",Social-media-brings-more-harm-than-good,pro,Social Media,1,TRUE,FALSE
834,0.916666667,Currently there are large numbers of people who can't drive either due to disability or disease. Autonomous cars frees these people from being transportation deficient.,We-should-promote-autonomous-cars,con,Autonomous Cars,1,FALSE,TRUE
4623,0.916666667,Violent video game players learn to associate violence with pleasure (rewards for hurting another character). This undermines moral sensitivity.,We-should-ban-the-sale-of-violent-video-games-to-minors,pro,Violent Video Games,1,TRUE,FALSE
356,0.916666667,Autonomous cars open the door to devastating cyber-terrorism attacks: By hacking into cars it will be possible to seriously harm many thousands of people at once and without warning,We-should-limit-autonomous-cars,pro,Autonomous Cars,1,FALSE,TRUE
3138,0.916666667,Social Media opens the door to more recurrent online bullying because of an extra 24/7 constant social interaction with people whether one chooses or not,Social-media-brings-more-harm-than-good,pro,Social Media,1,TRUE,FALSE
1847,0.909090909,"Information is an asset; and like any asset, security measures are necessary to maintain its integrity.",We-should-support-information-privacy-laws,pro,Information Privacy Laws,1,FALSE,TRUE
2903,0.909090909,Private information needs to be protected like ownership of property is legally protected. Private information is property as well.,We-should-support-information-privacy-laws,pro,Information Privacy Laws,1,TRUE,FALSE
3919,0.909090909,Strong information privacy laws will protect people by making sure internet companies do not misuse people's data,We-should-support-information-privacy-laws,pro,Information Privacy Laws,1,FALSE,TRUE
4451,0.909090909,"Today, personal data in combination with social media outlets can be used to influence behavior, commercially and politically. This can do more harm than good, so strict information privacy laws are necessary.",We-should-support-information-privacy-laws,pro,Information Privacy Laws,1,TRUE,FALSE
315,0.909090909,"Autonomous cars can make highway traffic more efficient, reducing emissions and leading to a better environmental outcome.",We-should-promote-autonomous-cars,con,Autonomous Cars,1,FALSE,TRUE
318,0.909090909,Autonomous cars can potentially communicate with one another and create a safe driving environment decreasing accidents significantly.,We-should-promote-autonomous-cars,con,Autonomous Cars,1,TRUE,FALSE
1567,0.909090909,"Humans are notoriously bad drivers so even if autonomous vehicles are not yet perfect, over time they can significantly improve accident rates, congestion, pollution, and reduce insurance costs.",We-should-promote-autonomous-cars,con,Autonomous Cars,1,FALSE,TRUE
945,0.909090909,"Doping would allow athletes to maximize their athletic ability, and so legalizing doping would increase the overall quality of sports.",We-should-legalize-doping-in-sport,pro,Doping in Sport,1,TRUE,FALSE
2199,0.909090909,"Many athletes need supplements in order to recover properly from training and injuries that naturally arise from sport, so legalizing doping would allow for the best treatments for athletes when they are injured.",We-should-legalize-doping-in-sport,pro,Doping in Sport,1,FALSE,TRUE
452,0.909090909,Autonomous cars will need to choose between alternatives involving loss of human life and they cannot have the wisdom to chose wisely as a human might be able to.,We-should-limit-autonomous-cars,pro,Autonomous Cars,1,TRUE,FALSE
673,0.909090909,Cars are an obsolete means of transport and we should focus more on replacing them than improving them by focusing on production of a self-driving car.,We-should-limit-autonomous-cars,pro,Autonomous Cars,1,FALSE,TRUE
4299,0.909090909,There are far too many 'random events' on the road that will make it close to impossible for autonomous vehicles to be deployed safely on the roads.,We-should-limit-autonomous-cars,pro,Autonomous Cars,1,TRUE,FALSE
4348,0.909090909,"There is broad consensus among medical associations, pediatricians, parents, and researchers that violent video games increase aggressive behavior.",We-should-ban-the-sale-of-violent-video-games-to-minors,pro,Violent Video Games,1,FALSE,TRUE
4773,0.909090909,"We should ban fossil fuels because it would force us to pivot to biodegradable plastics, since the most common non-biodegradable ones are oil-based.",We-should-ban-fossil-fuels,pro,Fossil Fuels,1,TRUE,FALSE
3768,0.909090909,"Social media promotes group think, as we tend to seek out like minded acquaintances, and ignore those whom with whom we disagree. This leads to the closing of the mind to new ideas.",Social-media-brings-more-harm-than-good,pro,Social Media,1,FALSE,TRUE
475,0.9,"Autonomous cars will save energy since they can be more efficiently controlled for speed, acceleration and braking",We-should-promote-autonomous-cars,con,Autonomous Cars,1,TRUE,FALSE
4258,0.9,"The technology behind autonomous cars will also facilitate better public transit, through better buses, shared taxis, and routes that can change to adapt to demand, which will reduce the number of single-person car trips.",We-should-promote-autonomous-cars,con,Autonomous Cars,1,FALSE,TRUE
4799,0.9,We should ban the sale of violent video games to minors because they crowd out other more beneficial forms of media for young people.,We-should-ban-the-sale-of-violent-video-games-to-minors,pro,Violent Video Games,1,TRUE,FALSE
4970,0.9,"While children may not mimic the exact actions that they see in violent video games, these games do lead to minors being more aggressive in their daily lives.",We-should-ban-the-sale-of-violent-video-games-to-minors,pro,Violent Video Games,1,FALSE,TRUE
4158,0.9,The meat industry is treating animals poorly. Without the meat industry we have less suffering of animals.,We-should-adopt-vegetarianism,pro,Vegetarianism,1,TRUE,FALSE
4159,0.9,The meat industry requires more plants per unit of energy gained by eating than plant based diets do. Vegetarianism therefore means less production - less production means less pollution,We-should-adopt-vegetarianism,pro,Vegetarianism,1,FALSE,TRUE
656,0.9,"By making it legal, we are creating a culture in sports where you have to use in order to stay competitive, which means everyone will use regardless of their will.",We-should-ban-doping-in-sport,con,Doping in Sport,1,TRUE,FALSE
2910,0.9,"Professional athletes are role models and if they are allowed to dope, kids will start doping too.",We-should-ban-doping-in-sport,con,Doping in Sport,1,FALSE,TRUE
4882,0.9,We should not legalize doping in sport because it would create an arms race where every top athlete had to dope as much as possible to remain competitive.,We-should-ban-doping-in-sport,con,Doping in Sport,1,TRUE,FALSE
31,0.9,"A ban on fossil fuels would push people to drive less and carpool more often, this would decrease traffic which would be good for the environment and productivity.",We-should-ban-fossil-fuels,pro,Fossil Fuels,1,FALSE,TRUE
3770,0.9,"Social media promotes one-way conversation where a person is shielded from social cues and pushes out diatribes that are immune from pushback, feedback, or social discomfort.",Social-media-brings-more-harm-than-good,pro,Social Media,1,TRUE,FALSE
4247,0.9,"The speed at which crypto is transferred allows for easier mobilization of capital, reducing the harms of financial crises.",We-should-adopt-cryptocurrency,pro,Cryptocurrency,1,FALSE,TRUE
3518,0.9,Social media has now become a very potent tool in the hands of rogue people and governments. Citizens in particular are being manipulated into believing fake news causing polarization in society and weakening democratic institutions.,Social-media-brings-more-harm-than-good,pro,Social Media,1,TRUE,FALSE
4937,0.9,"When gambling is banned, it still happens illegally, given that people still want to gamble and illegal organizations can benefit. In those instances, the violence suffered by those who can't pay is much worse.",Gambling-should-not-be-banned,con,Gambling,1,FALSE,TRUE
1845,0.888888889,"Information belongs to the user, so he/she should be the one decide what is given to who.",We-should-support-information-privacy-laws,pro,Information Privacy Laws,1,TRUE,FALSE
1850,0.888888889,"Information is power; without laws to restrict its use, corporations mis-use data to our collective detriment.",We-should-support-information-privacy-laws,pro,Information Privacy Laws,1,FALSE,TRUE
2682,0.888888889,People's information should not be a currency. Governments have a responsibility to protect this information.,We-should-support-information-privacy-laws,pro,Information Privacy Laws,1,TRUE,FALSE
739,0.888888889,"Communication between autonomous cars will enable them to more efficiently plan traffic flow, thereby reducing congestion, reducing travel time, and saving energy.",We-should-promote-autonomous-cars,con,Autonomous Cars,1,FALSE,TRUE
948,0.888888889,"Driverless cars are likely to improve with use and over time, so if developed, the technology will likely be safer than humans in the future.",We-should-promote-autonomous-cars,con,Autonomous Cars,1,TRUE,FALSE
2993,0.888888889,Self-driving cars could greatly reduce road deaths. 1.3 million people in the US die in road crashes each year. NPR reports that 94% of car crashes are caused by human error.,We-should-promote-autonomous-cars,con,Autonomous Cars,1,FALSE,TRUE
208,0.888888889,"As technology and society evolve, our laws and regulations must also evolve. Technology is increasing the level of information exposure for every person on the planet, which requires additional protections.",We-should-support-information-privacy-laws,pro,Information Privacy Laws,1,TRUE,FALSE
4325,0.888888889,"There are other, less extreme ways to decrease the use and discourage fossil fuels like carbon taxes or ending subsides that wouldn't cause as much of extreme economic turmoil.",We-should-not-ban-fossil-fuels,con,Fossil Fuels,1,FALSE,TRUE
3911,0.888888889,"Steroid use is relatively safe with the advancement of modern medicine, making its use far less dangerous than when doping was banned.",We-should-legalize-doping-in-sport,pro,Doping in Sport,1,TRUE,FALSE
863,0.888888889,"Deadly diseases like mad cow, cholera, and others start due to human's close proximity with animals, making vegetarians less likely to get these diseases.",We-should-adopt-vegetarianism,pro,Vegetarianism,1,FALSE,TRUE
10000,0,In 2001 and 2002 Simeoni was suspended for several months for doping use.,Doping in sport,none,Doping in sport,1,TRUE,FALSE
10001,0,"Although the number of cases is low, the Basque regional governments started introducing anti-doping measures in 1997 and created the office of Official Veterinarian in 2005 to help ensure good practice.",Doping in sport,none,Doping in sport,1,FALSE,TRUE
10002,0,"Contador signed a commitment in which he stated: ""I am not involved in the Puerto affair nor in any other doping case"" .",Doping in sport,none,Doping in sport,1,TRUE,FALSE
10003,0,"Noting the difficulties her sport has had with doping, she set a personal goal for the future of being ""the first world-record holder that's a clean world record"" .",Doping in sport,none,Doping in sport,1,FALSE,TRUE
10004,0,"Gibbons was later implicated in the steroid scandal by Sports Illustrated, who uncovered receipts issued by a Florida steroid mail order company in his name .",Doping in sport,none,Doping in sport,1,TRUE,FALSE
10005,0,"At a Congressional hearing on the subject of steroids in sports, Palmeiro categorically denied using performance-enhancing drugs, while McGwire repeatedly and somewhat conspicuously refused to answer questions on his own suspected use, saying he ""didn't want to talk about the past.""",Doping in sport,none,Doping in sport,1,FALSE,TRUE
10006,0,"Since being elected to the Senate, Janek has focused his legislative efforts on property tax reform, and the sponsorship of a state program to prevent steroid abuse among high school athletes.",Doping in sport,none,Doping in sport,1,TRUE,FALSE
10007,0,"On 9 November 2017, Vladimir Putin called the decisions to ban Russian athletes for doping violations an attempt by the U.S. to undermine his nation and affect the Russian presidential election in March .  ",Doping in sport,none,Doping in sport,1,FALSE,TRUE
10008,0,"In October 1988, Sports Illustrated published a lengthy article on alleged steroid abuse in the football program at the University of South Carolina.",Doping in sport,none,Doping in sport,1,TRUE,FALSE
10009,0,"The federal government, through grand juries, had been investigating steroid abuse since 2003.",Doping in sport,none,Doping in sport,1,FALSE,TRUE
10010,0,"In 2005, the Illicit Drug policy was introduced to support the Anti-Doping Code, introduced in 1995, that governed AFL players.",Doping in sport,none,Doping in sport,1,TRUE,FALSE
10011,0,"In 1998 the Festina cycling team was disgraced by a doping scandal (see Doping at the Tour de France) after a soigneur, Willy Voet, was found when crossing from Belgium to France to have drugs used for doping .",Doping in sport,none,Doping in sport,1,FALSE,TRUE
10012,0,"The Australian delegation pointed to Thorpe's clean record, while Swimming World editor-in-chief Phillip Whitten stated his belief that Thorpe was clean: ""There is absolutely no reason to suspect Ian Thorpe is doping.",Doping in sport,none,Doping in sport,1,TRUE,FALSE
10013,0,"In India, the federal police say that around 1.2 million children are believed to be involved in prostitution .",Prostitution,none,Prostitution,1,FALSE,TRUE
10014,0,"Despite the fact that prostitution was seen as indispensable, city governments tried to separate ""dishonorable"" prostitution from the honorable world ",Prostitution,none,Prostitution,1,TRUE,FALSE
10015,0,The 2007 report states that street prostitution is on the increase after an initial decline and that customers and prostitutes now use the internet and mobile phone to communicate.,Prostitution,none,Prostitution,1,FALSE,TRUE
10016,0,"Liquor, gambling, and prostitution were ubiquitous, supported in Seattle by one of the city's founders, David Swinson ""Doc"" Maynard, who believed that well-run prostitution could be a functional part of the economy.",Prostitution,none,Prostitution,1,TRUE,FALSE
10017,0,"Dr. Patricia Daly, chief medical health officer for Vancouver Coastal Health, was quoted as saying ""Our message has always been that you should assume sex trade workers are HIV positive",Prostitution,none,Prostitution,1,FALSE,TRUE
10018,0,"In response to the problems associated with the involvement of organized crime into the sex trade, the Dutch government has decided to close numerous prostitution businesses.",Prostitution,none,Prostitution,1,TRUE,FALSE
10019,0,"Caucau found herself embroiled in controversy when she claimed at a workshop on violence against children on 27 September 2005 that fathers throughout Fiji have been selling their daughters into prostitution in a ""readily available"" human trafficking market.",Prostitution,none,Prostitution,1,FALSE,TRUE
10020,0,"In 1978, a study showed that use of drugs by prostitutes appeared to be an ""Adaptation and commitment to a deviant social role"".",Prostitution,none,Prostitution,1,TRUE,FALSE
10021,0,"In 2013, the Supreme Court of Canada declared the laws which effectively prohibited prostitution illegal.",Prostitution,none,Prostitution,1,FALSE,TRUE
10022,0,"As the consequence of ""three strikes laws,"" the increase in the duration of incarceration in the last decade was most pronounced in the case of life prison sentences, which increased by 83% between 1992 and 2003 while violent crimes fell in the same period ",Three-strikes law,none,Three-strikes law,1,TRUE,FALSE
10023,0,"In the US on March 5, 2003, the U.S. Supreme Court held by a 5-4 majority that such sentences do not violate the Eighth Amendment of the U.S. Constitution, which prohibits ""cruel and unusual punishment.""",Three-strikes law,none,Three-strikes law,1,FALSE,TRUE
10024,0,"The content industry's proposal for internet service providers to throttle, temporarily suspend, or disconnect Internet access to a subscriber who had received three warning letters of alleged copyright infringement was initially known as ""three strikes"", based on the baseball rule of ""three strikes and you're out"".",Three-strikes law,none,Three-strikes law,1,TRUE,FALSE
10025,0,"One of the first legal documents resembling a modern penal code was enacted in 1398, which mentioned a single capital crime: a theft performed after two prior convictions (an early precursor to the current Three-strikes laws existing in several U.S. states).",Three-strikes law,none,Three-strikes law,1,FALSE,TRUE
10026,0,"Eric Helland & Alexander Tabarrok found that California's three-strikes law has a deterrent effect and reduces third-strike arrests by 17-20%; Levitt, supra note 16, at 360-70 finding deterrence to be a more important factor than incapacitation in explaining ""the negative correlation between arrest rates and crime"" .",Three-strikes law,none,Three-strikes law,1,TRUE,FALSE
10027,0,"In 2000, 61% of California voters supported Proposition 36, which scaled the three-strikes law back by supporting drug treatment instead of life in prison for many convicted of possessing drugs.",Three-strikes law,none,Three-strikes law,1,FALSE,TRUE
10028,0,"ALEC has developed model bills advancing ""tough on crime"" initiatives, including ""truth in sentencing"" and ""three strikes"" laws .",Three-strikes law,none,Three-strikes law,1,TRUE,FALSE
10029,0,"Although California's three-strikes law may have generated some controversy, ""we do not sit as a superlegislature to second-guess"" the policy choices made by particular states.",Three-strikes law,none,Three-strikes law,1,FALSE,TRUE
10030,0,"A national Gallup Poll found that more than three-quarters of Americans had heard about the law, and of those who had, 51 percent were in favor of it against 39 percent opposed .",Three-strikes law,none,Three-strikes law,1,TRUE,FALSE
10031,0,"One of Jones's most notable contributions while in the Assembly was authoring Proposition 184, California's three-strikes law, which passed with 72%.",Three-strikes law,none,Three-strikes law,1,FALSE,TRUE
10032,0,"Safety standards are maintained by:  Preventing use of inappropriate usernames  Using an automatic filter which blocks profanity and other inappropriate language  Employing trained moderators to examine all content submitted for publication on the site  No advertisements or links to outside sites Users who submit extremely inappropriate material are held to a ""three strikes and you're out"" policy .",Three-strikes law,none,Three-strikes law,1,TRUE,FALSE
10033,0,"In Lockyer v. Andrade, , the Court upheld a 50 years to life sentence with the possibility of parole imposed under California's three strikes law when the defendant was convicted of shoplifting videotapes worth a total of about $150.",Three-strikes law,none,Three-strikes law,1,FALSE,TRUE
10034,0,"Liberal MP Irwin Cotler argued that the Conservative Party was misrepresenting the issue to the Canadian public, and noted that the sexual exploitation of persons under eighteen is already illegal under Canadian law.",Three-strikes law,none,Three-strikes law,1,TRUE,FALSE
10035,0,"The term is apparently a back-formation of the ""three strikes, you're out"" concept embodied in the mandatory sentencing laws for repeat criminal offenders that began to be enacted in various American states in the 1990s.",Three-strikes law,none,Three-strikes law,1,FALSE,TRUE
10036,0,Sneed ruled in favor of three-strikes law; LGBT employment discrimination; and the eviction of substance abusers by their landlords .,Three-strikes law,none,Three-strikes law,1,TRUE,FALSE
10037,0,"Three strikes cause the family to relinquish control and then the other family gets a chance to steal the points accumulated by providing one of the remaining answers; if they fail, the family who chose to take turns answering the question receives the points.",Three-strikes law,none,Three-strikes law,1,FALSE,TRUE
10038,0,McDonald opposed a Three Strikes Law favored by Governor Jodi Rell to mandate life terms to career violent criminals; that measure failed to pass.,Three-strikes law,none,Three-strikes law,1,TRUE,FALSE
10039,0,"While there was a perception that most Christian groups opposed the law, Mark Tooley of the Institute on Religion and Democracy said that immigration was a political issue that ""Christians across the spectrum can disagree about"" and that liberal churches were simply more outspoken on this matter .",Three-strikes law,none,Three-strikes law,1,FALSE,TRUE
10040,0,Lingle signed into law the Three Strikes Law and Sex Offender Registry Website Law .,Three-strikes law,none,Three-strikes law,1,TRUE,FALSE
10041,0,"Likewise, The European Association of Internet Service Providers welcomed the verdict, commending judicial resolution to copyright infringement issues over internet filtering or three strikes policies .",Three-strikes law,none,Three-strikes law,1,FALSE,TRUE
10042,0,Romney supports sentencing under the three strikes law .,Three-strikes law,none,Three-strikes law,1,TRUE,FALSE
10043,0,"ONDCP stated in April 2011 that there has been a 46 percent drop in cocaine use among young adults over the past five years, and a 65 percent drop in the rate of people testing positive for cocaine in the workplace since 2006 .",Three-strikes law,none,Three-strikes law,1,FALSE,TRUE
10044,0,A 2015 study found that three-strikes laws were associated with a 33% increase in the risk of fatal assaults on law enforcement officers .,Three-strikes law,none,Three-strikes law,1,TRUE,FALSE
10045,0,"Jacques Chevalier filed to run for chair of the District Council as a Libertarian, but he was not successful at securing a place on the general election ballot .  ",Libertarianism,none,Libertarianism,1,FALSE,TRUE
10046,0,"The right-libertarian economist Murray Rothbard suggested that Laozi was the first libertarian, likening Laozi's ideas on government to F.A. Hayek's theory of spontaneous order [",Libertarianism,none,Libertarianism,1,TRUE,FALSE
10047,0,"Not all party members approved of the changes, some believing them to be a setback to libertarianism and an abandonment of what they see as the most important purpose of the Libertarian Party .",Libertarianism,none,Libertarianism,1,FALSE,TRUE
10048,0,The association of socialism with libertarianism predates that of capitalism and many anti-authoritarians still decry what they see as a mistaken association of capitalism with libertarianism in the United States .,Libertarianism,none,Libertarianism,1,TRUE,FALSE
10049,0,"Thomas acknowledges having ""some very strong libertarian leanings."" ",Libertarianism,none,Libertarianism,1,FALSE,TRUE
10050,0,"Henry David Thoreau wrote: ""I heartily accept the motto, 'That government is best which governs least'; and I should like to see it acted up to more rapidly and systematically. Carried out, it finally amounts to this, which also I believe, 'That government is best which governs not at all'; and when men are prepared for it, that will be the kind of government which they will have"" ",Libertarianism,none,Libertarianism,1,TRUE,FALSE
10051,0,"Cato has stated on its ""About Cato"" page: ""The Jeffersonian philosophy that animates Cato's work has increasingly come to be called 'libertarianism' or 'market liberalism.'",Libertarianism,none,Libertarianism,1,FALSE,TRUE
10052,0,Croxall's anti-Catholic stance was part of the libertarian programme adopted by the Whig supporters of a Protestant succession and is manifested in a variety of ways.,Libertarianism,none,Libertarianism,1,TRUE,FALSE
10053,0,"University of Chicago economist John Cochrane echoed this assessment by noting the political dangers of ""libertarians for Sanders"" position .  ",Libertarianism,none,Libertarianism,1,FALSE,TRUE
10054,0,Libertarians for Life (LFL) is a nonsectarian group expressing an opposition to abortion within the context of libertarianism.,Libertarianism,none,Libertarianism,1,TRUE,FALSE
10055,0,A survey by David Kirby and David Boaz found a minimum of 14 percent American voters to have libertarian-leaning views .,Libertarianism,none,Libertarianism,1,FALSE,TRUE
10056,0,"Thatcherism is associated with libertarianism within the Conservative Party, albeit one of libertarian ends achieved by using strong and sometimes authoritarian leadership .",Libertarianism,none,Libertarianism,1,TRUE,FALSE
10057,0,Libertarians are against laws that favor or harm any race or either sex.,Libertarianism,none,Libertarianism,1,FALSE,TRUE
10058,0,Thus some libertarians felt that Miller should have been a better advocate for greater voter choice.,Libertarianism,none,Libertarianism,1,TRUE,FALSE
10059,0,"For Christmas 2000, Levin published a libertarian critique of Dickens's popular novella A Christmas Carol in which he defends Scrooge as ""an entrepreneur whose ideas and practices benefit his employees, society at large, and himself."" .",Libertarianism,none,Libertarianism,1,FALSE,TRUE
10060,0,"There are many philosophical disagreements among proponents of libertarianism concerning questions of ideology, values and strategy.",Libertarianism,none,Libertarianism,1,TRUE,FALSE
10061,0,"Upon reaching the Strydpoortberg in the current Limpopo Province, Tregardt and Van Rensburg parted ways, after Tregardt argued that Van Rensburg was expending his ammunition excessively in his pursuit of ivory.",Ivory trade,none,Ivory trade,1,FALSE,TRUE
10062,0,"The ivory trade brought arms and ammunition from Ethiopia into Toposa territory, and these were used in joint cattle raids with the Swahili on neighbouring people.",Ivory trade,none,Ivory trade,1,TRUE,FALSE
10063,0,"Arab sellers dominated the city, and it was historically an important centre for ivory trading .",Ivory trade,none,Ivory trade,1,FALSE,TRUE
10064,0,"Elephant hunters have historically been one of the most prestigious occupations among the Nyamwezi, since the elephant hunters could get very rich from ivory trade. The elephant hunters were organised in a guild, which only accepted those who could pass the apprenticeship and the tests that were associated with it.",Ivory trade,none,Ivory trade,1,TRUE,FALSE
10065,0,Elephant hunting or elephant poaching and exploitation of the ivory trade are illegal in Chad and pose a major threat to elephant populations.,Ivory trade,none,Ivory trade,1,FALSE,TRUE
10066,0,"The ivory trade greatly increased the slave trade, although it had long been important in intra- and inter-regional trade.",Ivory trade,none,Ivory trade,1,TRUE,FALSE
10067,0,"To do this, governments and organizations want to better understand and control the ivory trade, reduce the rate of habitat loss, curtail the illegal killing of elephants, work on collecting better information to improve understanding of elephant conservation, improve cooperation and other activities .",Ivory trade,none,Ivory trade,1,FALSE,TRUE
10068,0,"In 1986, CITES introduced a new control system involving CITES paper permits, registration of huge ivory stockpiles and monitoring of legal ivory movements. These controls were supported by most CITES parties as well as the ivory trade and the established conservation movement represented by World Wide Fund for Nature (WWF), Traffic and the International Union for Conservation of Nature (IUCN) .",Ivory trade,none,Ivory trade,1,TRUE,FALSE
10069,0,China's State Council has announced that China is banning all ivory trade and processing activities by the end of 2017.,Ivory trade,none,Ivory trade,1,FALSE,TRUE
10070,0,Decisions by CITES on ivory trade affect Asian elephants.,Ivory trade,none,Ivory trade,1,TRUE,FALSE
10071,0,"Although, WWF and TRAFFIC, which supported the China sale, describe the increase in illegal ivory trade a possible ""coincidence,"" others are less cautious.",Ivory trade,none,Ivory trade,1,FALSE,TRUE
10072,0,"However, the so-called Somalia-Proposal, presented by the governmental delegation of the Republic of Somalia, of which nature protection specialist Prof. Julian Bauer was an official member, then broke the stalemate and the elephant moratorium with its ban of elephant ivory trade was adopted by the CITES delegates.",Ivory trade,none,Ivory trade,1,TRUE,FALSE
10073,0,The control of the gold and ivory trade greatly increased the political power of the K2 culture .,Ivory trade,none,Ivory trade,1,FALSE,TRUE
10074,0,"Although the area is inhabited principally by the Cree, Naskapi, and Innu First Nations, thousands of temporary workers reside at Radisson to service the massive James Bay Hydroelectric Project on the La Grande and Eastmain rivers.",Temporary work,none,Temporary work,1,TRUE,FALSE
10075,0,"A.D.I.G. (Additional Deputy Inspector-General) ""Tiger"" Kelkar has gone to Vigatpore, outside Bombay, to check on Inspector G. V. Ghote's temporary work there.",Temporary work,none,Temporary work,1,FALSE,TRUE
10076,0,"Temporary workers, therefore, do not form a distinctly counted source of immigration .",Temporary work,none,Temporary work,1,TRUE,FALSE
10077,0,"Japan scholar Dorinne K. Kondo compares the status of permanent and temporary workers with Bachnik's distinctions between permanent and temporary members of an ""ie"" (å®¶, see Japanese family), creating degrees of inside and outside within a firm.",Temporary work,none,Temporary work,1,FALSE,TRUE
10078,0,"Two California cases address the issues of public employees who were improperly considered ""temporary"" when they were actually employed as regular, permanent employees.",Temporary work,none,Temporary work,1,TRUE,FALSE
10079,0,"Working for a non-inclusive company that offers no benefits at all to permatemps, with a benefit-offering staffing firm.",Temporary work,none,Temporary work,1,FALSE,TRUE
10080,0,The Mississippi Department of Employment Security (MDES) was awarded a $95 million National Emergency Grant (NEG) from the federal government to assist in temporary recovery jobs and to help provide job training.,Temporary work,none,Temporary work,1,TRUE,FALSE
10081,0,"The numbers in the Perryman Group report have been disputed by an independent study conducted by the Cornell ILR Global Labor Institute, which found that while the Keystone XL would result in 2,500 to 4,650 temporary construction jobs, this impact will be reduced by higher oil prices in the Midwest, which will likely reduce national employment .",Temporary work,none,Temporary work,1,FALSE,TRUE
10082,0,Other companies have created policies stating that temporary workers can be assigned to only specific projects that last just a few months.,Temporary work,none,Temporary work,1,TRUE,FALSE
10083,0,The US and the EU also offered an increase in the number of temporary work visas for professional workers .,Temporary work,none,Temporary work,1,FALSE,TRUE
10084,0,"Examples of further study include Kalleberg (2000), looking at temporary, contract and part-time work; and Bosch (2004) looking at Western European ""employment"" relationships.",Temporary work,none,Temporary work,1,TRUE,FALSE
10085,0,Only commercial surrogacy is illegal in Belgium and the Netherlands.,Surrogacy,none,Surrogacy,1,FALSE,TRUE
10086,0,Should a child born via surrogacy have the right to know the identity of any/all of the people involved in that child's conception and delivery?,Surrogacy,none,Surrogacy,1,TRUE,FALSE
10087,0,"In 2006, Australian senator Stephen Conroy and his wife Paula Benson announced that they had arranged for a child to be born through egg donation and gestational surrogacy. Unusually, Conroy was put on the birth certificate as the father of the child.",Surrogacy,none,Surrogacy,1,FALSE,TRUE
10088,0,"In conventional surrogacy, the egg which is fertilized is therefore that of the surrogate.",Surrogacy,none,Surrogacy,1,TRUE,FALSE
10089,0,Jurisdictions that provide for pre-birth orders are also more likely to provide for some kind of enforcement of surrogacy contracts.,Surrogacy,none,Surrogacy,1,FALSE,TRUE
10090,0,A woman may also be recognized as the legal mother of the surrogate birth mother's genetic child as long as that child was conceived with anonymous donor sperm .,Surrogacy,none,Surrogacy,1,TRUE,FALSE
10091,0,According to the law a donor or a surrogate mother has no parental rights over the child born and the child born is legally the child of the prospective parents.,Surrogacy,none,Surrogacy,1,FALSE,TRUE
10092,0,"In doing so, it legally defined the true mother as the woman who, according to the surrogacy agreement, intends to create and raise a child.",Surrogacy,none,Surrogacy,1,TRUE,FALSE
10093,0,Zach voices to Kendall that he arranged the blackout to sabotage her chances of surrogacy because he wanted to protect her from a dangerous Ryan.,Surrogacy,none,Surrogacy,1,FALSE,TRUE
10094,0,"In case the intended parent is single, he or she should be a donor to be able to have a surrogate child.",Surrogacy,none,Surrogacy,1,TRUE,FALSE
10095,0,"abortion, euthanasia), surrogacy, the allocation of scarce health care resources (e.g.",Surrogacy,none,Surrogacy,1,FALSE,TRUE
10096,0,"A few jurisdictions do provide for pre-birth orders, generally in only those cases when the surrogate mother is not genetically related to the expected child.",Surrogacy,none,Surrogacy,1,TRUE,FALSE
10097,0,Surrogacy has the potential for various kinds of clash between surrogate mothers and intended parents.,Surrogacy,none,Surrogacy,1,FALSE,TRUE
10098,0,"According to later terminology, Mary Beth would be considered a traditional surrogate, as opposed to a gestational surrogate, because she was the genetic mother of the child.",Surrogacy,none,Surrogacy,1,TRUE,FALSE
10099,0,Ukrainian legislation allows intended parents to carry on a surrogacy program and their names will be on Birth certificate of the child born as a result of the surrogacy program from the very beginning.,Surrogacy,none,Surrogacy,1,FALSE,TRUE
2790,0,People use their cognitive capabilities during gambling ...,Gambling-should-not-be-banned,none,Gambling,0,TRUE,FALSE
2258,0,"Meat is delicious, the New York Strips is one of the greatest meals of all time.",We-should-abandon-vegetarianism,none,Cryptocurrency,0,FALSE,TRUE
5240,0.071428571,it's convenient for buying ebook in original language.,Online-shopping-brings-more-good-than-harm,none,Online Shopping,1,TRUE,FALSE
2068,0.071428571,Its a good way to make money reducing expenses,Social-media-brings-more-good-than-harm,none,Social Media,1,FALSE,TRUE
